Film,LAND,
0027683,Germany,1
0027688,Czechoslovakia,1
0027698,United States,1
0027705,United Kingdom,1
0027710,Czechoslovakia,1
0027738,Austria,1
0027741,United Kingdom,1
0027749,United Kingdom,1
0027754,Germany,1
0027770,Germany,1
0027771,Hungary,1
0027780,United States,1
0027795,Germany,1
0027797,United Kingdom,1
0027810,United Kingdom,1
0027818,France,1
0027836,Germany,1
0027841,Netherlands,1
0027845,United States,1
0027846,Germany,1
0027847,United States,1
0027853,Netherlands,1
0027854,Austria,1
0027856,Germany,1
0027858,Germany,1
0027866,United Kingdom,1
0027887,United Kingdom,1
0027912,United Kingdom,1
0027914,United States,1
0027919,Austria,1
0027920,Hungary,1
0027925,France,1
0027941,Germany,1
0027942,Hungary,1
0027943,Austria,1
0027946,United Kingdom,1
0027951,France,1
0027954,United Kingdom,1
0027957,Netherlands,1
0027989,United Kingdom,1
0027997,France,1
0028017,Austria,1
0028029,United States,1
0028033,United Kingdom,1
0028036,Spain,1
0028049,Hungary,1
0028062,United States,1
0028066,Netherlands,1
0028067,Netherlands,1
0028085,Poland,1
0028128,France,1
0028145,United Kingdom,1
0028147,Austria,1
0028151,Sweden,1
0028167,United Kingdom,1
0028176,United Kingdom,1
0028196,United Kingdom,1
0028211,Netherlands,1
0028212,United Kingdom,1
0028216,United States,1
0028223,Austria,1
0028224,Germany,1
0028231,United Kingdom,1
0028233,United Kingdom,1
0028240,United Kingdom,1
0028259,United States,1
0028263,Austria,1
0028288,France,1
0028289,United Kingdom,1
0028300,United Kingdom,1
0028313,United States,1
0028318,United Kingdom,1
0028329,United States,1
0028336,Hungary,1
0028344,Austria,1
0028347,France,1
0028367,United States,1
0028373,United States,1
0028416,United States,1
0028430,United Kingdom,1
0028439,Germany,1
0028440,Germany,1
0028446,Austria,1
0028457,France,1
0028464,France,1
0028474,Sweden,1
0028483,United States,1
0028515,Switzerland,1
0028516,United Kingdom,1
0028524,France,1
0028542,Hungary,1
0028545,Hungary,1
0028556,France,1
0028567,France,1
0028571,Italy,1
0028575,United States,1
0028579,United States,1
0028616,United States,1
0028632,Czechoslovakia,1
0028661,United States,1
0028683,United States,1
0028687,Germany,1
0028693,France,1
0028705,United States,1
0028737,United States,1
0028739,United States,1
0028742,United Kingdom,1
0028747,France,1
0028750,Hungary,1
0028767,United Kingdom,1
0028772,United States,1
0028809,France,1
0028810,United Kingdom,1
0028811,Netherlands,1
0028821,Hungary,1
0028829,United States,1
0028851,Germany,1
0028854,United Kingdom,1
0028872,United Kingdom,1
0028879,Sweden,1
0028888,France,1
0028919,Germany,1
0028944,United States,1
0028950,France,1
0028951,United Kingdom,1
0028974,Germany,1
0028983,United Kingdom,1
0028988,United States,1
0029010,United States,1
0029033,Sweden,1
0029085,Austria,1
0029087,United Kingdom,1
0029088,Poland,1
0029105,United Kingdom,1
0029108,United States,1
0029137,United Kingdom,1
0029142,Austria,1
0029146,United States,1
0029189,Hungary,1
0029194,United Kingdom,1
0029206,United States,1
0029214,Poland,1
0029222,United States,1
0029281,Italy,1
0029292,United States,1
0029319,United Kingdom,1
0029327,Sweden,1
0029344,United States,1
0029347,United States,1
0029353,Austria,1
0029375,United Kingdom,1
0029404,France,1
0029437,Austria,1
0029440,United States,1
0029451,Netherlands,1
0029474,Italy,1
0029499,United States,1
0029503,Hungary,1
0029522,United Kingdom,1
0029523,Germany,1
0029531,United Kingdom,1
0029533,Hungary,1
0029559,Germany,1
0029589,United States,1
0029611,United Kingdom,1
0029615,United Kingdom,1
0029634,United Kingdom,1
0029647,Austria,1
0029659,United States,1
0029670,United Kingdom,1
0029685,United States,1
0029714,Austria,1
0029720,Germany,1
0029734,United Kingdom,1
0029735,Hungary,1
0029771,United Kingdom,1
0029772,United Kingdom,1
0029785,United Kingdom,1
0029802,France,1
0029815,Austria,1
0029819,Germany,1
0029832,United States,1
0029837,France,1
0029843,United States,1
0029846,Austria,1
0029864,United States,1
0029884,United States,1
0029894,United Kingdom,1
0029924,United States,1
0029929,United States,1
0029947,United States,1
0029957,France,1
0029972,France,1
0029975,Italy,1
0029977,Italy,1
0029982,United Kingdom,1
0029992,United States,1
0030079,United States,1
0030080,Germany,1
0030082,United Kingdom,1
0030092,Poland,1
0030095,Hungary,1
0030103,Germany,1
0030108,United States,1
0030118,Switzerland,1
0030125,Hungary,1
0030156,Germany,1
0030166,Switzerland,1
0030180,France,1
0030181,United States,1
0030182,United States,1
0030184,United States,1
0030202,United States,1
0030210,Poland,1
0030211,Austria,1
0030213,United States,1
0030261,United States,1
0030267,Austria,1
0030271,Germany,1
0030291,United States,1
0030292,France,1
0030311,Sweden,1
0030313,France,1
0030315,Germany,1
0030325,Germany,1
0030330,Poland,1
0030360,Austria,1
0030395,United States,1
0030397,United Kingdom,1
0030412,United States,1
0030418,United States,1
0030420,Italy,1
0030424,France,1
0030450,Italy,1
0030455,United States,1
0030457,France,1
0030511,Hungary,1
0030522,Germany,1
0030534,France,1
0030552,Hungary,1
0030554,United States,1
0030564,France,1
0030615,United States,1
0030622,Italy,1
0030629,United Kingdom,1
0030637,United Kingdom,1
0030643,France,1
0030652,United States,1
0030658,United Kingdom,1
0030675,United Kingdom,1
0030680,United States,1
0030697,Poland,1
0030743,United States,1
0030762,United Kingdom,1
0030775,United States,1
0030780,Austria,1
0030784,United States,1
0030840,France,1
0030848,United States,1
0030854,United States,1
0030855,United States,1
0030865,United States,1
0030871,Germany,1
0030890,Italy,1
0030896,France,1
0030905,United Kingdom,1
0030914,Austria,1
0030924,Netherlands,1
0030927,Netherlands,1
0030932,Germany,1
0030946,Italy,1
0030955,Germany,1
0030956,United Kingdom,1
0030958,France,1
0030987,United States,1
0030996,United States,1
0031003,United States,1
0031008,Poland,1
0031016,Germany,1
0031020,United States,1
0031059,Italy,1
0031074,United States,1
0031075,Italy,1
0031084,France,1
0031092,Germany,1
0031104,United States,1
0031111,Netherlands,1
0031120,United States,1
0031141,Italy,1
0031161,United Kingdom,1
0031173,United States,1
0031175,France,1
0031177,United States,1
0031183,France,1
0031217,United Kingdom,1
0031225,United States,1
0031251,Poland,1
0031272,United Kingdom,1
0031273,France,1
0031280,United States,1
0031285,United States,1
0031288,United States,1
0031298,United States,1
0031311,United States,1
0031321,Germany,1
0031341,United Kingdom,1
0031381,United States,1
0031385,United Kingdom,1
0031394,United States,1
0031427,United States,1
0031445,United States,1
0031446,Germany,1
0031455,United States,1
0031463,United Kingdom,1
0031466,United States,1
0031470,United States,1
0031473,United States,1
0031508,France,1
0031516,United States,1
0031520,Germany,1
0031549,United States,1
0031566,United States,1
0031571,United States,1
0031575,United Kingdom,1
0031585,France,1
0031603,Bundesrepublik Deutschland (bis 1990),1
0031646,Sweden,1
0031647,United States,1
0031656,United States,1
0031664,Italy,1
0031668,United States,1
0031669,Netherlands,1
0031698,United States,1
0031725,United States,1
0031735,France,1
0031737,United States,1
0031757,United Kingdom,1
0031763,Germany,1
0031764,United States,1
0031775,United States,1
0031800,France,1
0031840,France,1
0031863,United States,1
0031866,Italy,1
0031867,United States,1
0031885,France,1
0031892,Germany,1
0031894,France,1
0031915,Soviet Union,1
0031924,United Kingdom,1
0031926,Germany,1
0031949,Italy,1
0031965,Netherlands,1
0031967,United Kingdom,1
0031968,United Kingdom,1
0031976,United Kingdom,1
0031979,United Kingdom,1
0032030,United States,1
0032075,United States,1
0032103,Soviet Union,1
0032105,Switzerland,1
0032111,Germany,1
0032138,United States,1
0032179,United Kingdom,1
0032183,United States,1
0032200,Italy,1
0032201,United States,1
0032220,United States,1
0032256,United States,1
0032257,United States,1
0032258,United States,1
0032273,United States,1
0032290,United States,1
0032299,United States,1
0032342,United States,1
0032349,United States,1
0032356,United Kingdom,1
0032359,United Kingdom,1
0032376,United States,1
0032384,France,1
0032394,United States,1
0032396,United States,1
0032413,United States,1
0032418,Germany,1
0032432,United States,1
0032443,United States,1
0032445,Netherlands,1
0032447,United States,1
0032448,United States,1
0032455,United States,1
0032475,United States,1
0032479,United States,1
0032483,United Kingdom,1
0032484,United States,1
0032490,United States,1
0032511,United Kingdom,1
0032521,United States,1
0032534,United States,1
0032553,United States,1
0032559,United States,1
0032610,United States,1
0032614,United States,1
0032620,United States,1
0032635,United States,1
0032637,United States,1
0032644,United States,1
0032648,United States,1
0032656,United States,1
0032676,United States,1
0032686,United States,1
0032687,United States,1
0032693,United Kingdom,1
0032694,United States,1
0032701,United States,1
0032714,United States,1
0032740,Mexico,1
0032746,United States,1
0032749,United States,1
0032774,United States,1
0032776,Germany,1
0032797,Switzerland,1
0032798,United States,1
0032801,Switzerland,1
0032811,United States,1
0032818,United States,1
0032829,United States,1
0032834,United States,1
0032838,United Kingdom,1
0032842,United Kingdom,1
0032858,United States,1
0032865,Italy,1
0032872,United Kingdom,1
0032877,Germany,1
0032888,France,1
0032894,United Kingdom,1
0032904,United States,1
0032943,United States,1
0032965,United States,1
0032976,United States,1
0032990,United States,1
0033001,United Kingdom,1
0033002,Germany,1
0033038,United States,1
0033056,United States,1
0033077,United States,1
0033085,United States,1
0033095,United States,1
0033105,United States,1
0033110,United States,1
0033127,France,1
0033151,France,1
0033152,United Kingdom,1
0033153,United States,1
0033158,United Kingdom,1
0033176,United Kingdom,1
0033182,Italy,1
0033201,France,1
0033205,United Kingdom,1
0033225,United States,1
0033238,United States,1
0033246,United States,1
0033250,United States,1
0033269,United States,1
0033284,United States,1
0033365,United States,1
0033373,United States,1
0033376,Sweden,1
0033407,United States,1
0033408,United States,1
0033422,Soviet Union,1
0033464,United States,1
0033509,United States,1
0033511,United Kingdom,1
0033514,United States,1
0033520,United States,1
0033525,United States,1
0033530,United States,1
0033531,United States,1
0033532,United States,1
0033551,United States,1
0033553,United States,1
0033557,Germany,1
0033582,United States,1
0033596,United States,1
0033601,United States,1
0033606,United States,1
0033618,United States,1
0033623,United States,1
0033627,United Kingdom,1
0033632,Germany,1
0033645,United States,1
0033662,Switzerland,1
0033675,United States,1
0033686,United States,1
0033692,United Kingdom,1
0033697,United Kingdom,1
0033704,United States,1
0033720,United States,1
0033722,United States,1
0033725,United States,1
0033743,Sweden,1
0033751,Germany,1
0033758,United States,1
0033759,United States,1
0033766,United States,1
0033769,United Kingdom,1
0033780,United States,1
0033786,United States,1
0033793,Hungary,1
0033809,United States,1
0033831,Germany,1
0033858,United States,1
0033868,United Kingdom,1
0033872,United States,1
0033873,United States,1
0033876,United States,1
0033883,United States,1
0033884,United States,1
0033887,United States,1
0033900,United States,1
0033910,United States,1
0033924,United States,1
0033946,United States,1
0033948,Mexico,1
0033950,United States,1
0033993,United States,1
0034002,United States,1
0034027,United Kingdom,1
0034078,United States,1
0034081,United States,1
0034083,United States,1
0034093,France,1
0034126,Switzerland,1
0034161,United States,1
0034167,United States,1
0034168,Italy,1
0034175,United States,1
0034184,United States,1
0034208,United States,1
0034242,United States,1
0034272,United States,1
0034273,United States,1
0034276,United States,1
0034278,United Kingdom,1
0034281,United States,1
0034296,United States,1
0034328,United States,1
0034337,United States,1
0034340,United States,1
0034386,United States,1
0034389,United States,1
0034398,United States,1
0034399,United States,1
0034405,United States,1
0034415,United States,1
0034421,Hungary,1
0034431,United States,1
0034433,United States,1
0034446,United Kingdom,1
0034449,United States,1
0034507,United States,1
0034509,United States,1
0034512,United Kingdom,1
0034543,United States,1
0034548,United Kingdom,1
0034583,United States,1
0034597,Mexico,1
0034622,United States,1
0034624,Hungary,1
0034636,United Kingdom,1
0034640,United States,1
0034646,United States,1
0034647,United States,1
0034651,United States,1
0034664,United States,1
0034674,Italy,1
0034691,United States,1
0034694,United States,1
0034703,United States,1
0034711,United States,1
0034734,United Kingdom,1
0034740,United States,1
0034748,United States,1
0034757,United States,1
0034767,United States,1
0034783,Switzerland,1
0034811,United States,1
0034815,Germany,1
0034825,United States,1
0034846,United States,1
0034856,United States,1
0034857,United States,1
0034882,United States,1
0034886,United States,1
0034902,United States,1
0034904,United States,1
0034917,United States,1
0034918,United States,1
0034919,United States,1
0034922,United States,1
0034923,United States,1
0034946,United States,1
0034960,United States,1
0034998,United States,1
0035008,United States,1
0035019,United States,1
0035026,United States,1
0035033,United States,1
0035078,United States,1
0035093,United States,1
0035096,United States,1
0035100,United States,1
0035102,United States,1
0035107,United States,1
0035113,United States,1
0035114,United States,1
0035115,Italy,1
0035122,United States,1
0035125,United States,1
0035151,United States,1
0035153,United Kingdom,1
0035165,United States,1
0035167,United States,1
0035173,United States,1
0035189,United States,1
0035195,United States,1
0035211,United States,1
0035217,United States,1
0035238,United States,1
0035250,United States,1
0035259,United States,1
0035262,United States,1
0035277,United States,1
0035298,United States,1
0035299,United States,1
0035300,United States,1
0035301,United Kingdom,1
0035308,United States,1
0035309,United States,1
0035317,United States,1
0035318,United States,1
0035326,Germany,1
0035336,France,1
0035339,United States,1
0035356,United States,1
0035369,United States,1
0035372,United States,1
0035374,United Kingdom,1
0035376,United States,1
0035384,Switzerland,1
0035405,United States,1
0035415,United States,1
0035416,United Kingdom,1
0035428,United States,1
0035440,United Kingdom,1
0035446,United States,1
0035452,United Kingdom,1
0035453,United States,1
0035460,United States,1
0035486,United Kingdom,1
0035495,United States,1
0035504,United States,1
0035518,Germany,1
0035537,United States,1
0035539,United Kingdom,1
0035552,United States,1
0035553,United States,1
0035555,United States,1
0035560,United States,1
0035567,United States,1
0035572,United States,1
0035586,United Kingdom,1
0035604,Germany,1
0035605,United States,1
0035608,United States,1
0035612,United Kingdom,1
0035613,United States,1
0035631,United States,1
0035637,Sweden,1
0035643,United States,1
0035648,United States,1
0035651,United States,1
0035659,United States,1
0035664,United States,1
0035668,United States,1
0035669,United States,1
0035690,United States,1
0035706,United States,1
0035729,United States,1
0035735,United States,1
0035751,United States,1
0035763,United States,1
0035764,United States,1
0035769,United States,1
0035771,United States,1
0035776,Germany,1
0035800,United States,1
0035819,United States,1
0035829,United States,1
0035883,United States,1
0035884,United States,1
0035896,United States,1
0035899,United States,1
0035917,United States,1
0035926,Germany,1
0035933,Bundesrepublik Deutschland (bis 1990),1
0035959,United States,1
0035966,United States,1
0035967,Sweden,1
0035969,United States,1
0035980,United States,1
0035981,United States,1
0035982,United States,1
0035993,United States,1
0036001,United States,1
0036005,United States,1
0036017,United States,1
0036046,United States,1
0036061,United States,1
0036069,United States,1
0036097,United States,1
0036111,Germany,1
0036112,United Kingdom,1
0036126,United States,1
0036142,United States,1
0036160,United Kingdom,1
0036166,United States,1
0036170,United States,1
0036183,United States,1
0036201,United Kingdom,1
0036217,United States,1
0036218,United States,1
0036230,United States,1
0036236,Soviet Union,1
0036237,United States,1
0036251,United States,1
0036252,United States,1
0036253,United States,1
0036260,United States,1
0036261,United States,1
0036268,United States,1
0036275,United States,1
0036281,United States,1
0036323,United States,1
0036335,Spain,1
0036337,United States,1
0036356,United Kingdom,1
0036365,United States,1
0036376,United States,1
0036377,United States,1
0036378,United States,1
0036393,United States,1
0036414,United States,1
